ticker,data,DividendYield,P_Ativos,P_L,P_VP,ROA,ROE,ROIC,ValorDeMercado
ABEV3,2017-03-31,0.031798245614035,3.5510380206629817,23.93289669818881,5.889156868653527,0.1483747690655313,0.2563478062523652,0.2951386020846214,286689297600.0
ABEV3,2017-06-30,0.040415073730202,3.421015322842844,24.091123901859334,5.7868006890605095,0.1420031434307144,0.2499704717652769,0.2860725964121521,287789530650.0
ABEV3,2017-09-30,0.0289923954372623,3.983340576330237,37.2204439347137,6.757270033529848,0.1070202328407794,0.1917644002479951,0.2399003552544975,330698619600.0
ABEV3,2017-12-31,0.025375939849624,3.76799042394139,46.01358285278538,6.979813042820368,0.0818886552693928,0.1625112012808582,0.2192795883492732,334470847200.0
ABEV3,2018-03-31,0.0224345658496053,4.593796124604412,49.953130444102975,7.603885881013935,0.0919621269730997,0.1624579993251922,0.2125097834178219,378322993050.0
ABEV3,2018-06-30,0.0300333704115684,3.109106765411638,35.934586380221376,5.289794743184639,0.0865212898936527,0.1566529922103934,0.2095322439055384,282684203060.0
ABEV3,2018-09-30,0.0294438386041439,3.0132828208383096,26.971191078776837,4.803946395971968,0.1117222747796781,0.1852698382127792,0.2299839395416152,288344175980.0
ABEV3,2018-12-31,0.0357607282184655,2.5263343646548044,21.99249464004465,4.208640308396819,0.1148725693016549,0.1975067082288396,0.2498114353749949,241806620860.0
ABEV3,2019-03-31,0.0285204991087344,2.731348204765028,23.7364643886785,4.375598670914971,0.1150697155245997,0.1902640238356227,0.2380805136035165,264603734010.0
ABEV3,2019-06-30,0.0178870877585243,2.8495877648279104,24.751548984846124,4.471172083022876,0.1151276538923903,0.1861476854404414,0.225318191084391,281353203380.0
ABEV3,2019-09-30,0.0166233766233766,2.955553860350585,27.431876753544312,4.519020548077651,0.1077415842490148,0.1705882618001173,0.2059687159382272,302871318750.0
ABEV3,2019-12-31,0.0262774504552758,2.8871372667376325,24.936054160602342,4.69572577804481,0.115781640837914,0.1948387209189589,0.2331328354344255,293745845250.0
ABEV3,2020-03-31,0.0411577181208053,1.6498076386738565,18.37066229156625,2.601095903192206,0.0898066499992906,0.1477000882135908,0.1934955595553046,187562606560.0
ABEV3,2020-06-30,0.0346958981612446,1.8328450063614867,24.954625609230185,2.945687836290746,0.0734471049601143,0.1232046603852124,0.1640839983650149,222494568520.0
ABEV3,2020-09-30,0.0391228070175438,1.5529936210334043,22.69830433347686,2.47967954566147,0.0684189267276214,0.1138625366317162,0.1631412049489968,197318379720.0
ABEV3,2020-12-31,0.0264345047923322,1.9669434953170728,21.640396377873905,3.276791930617033,0.0908922119988598,0.1561108919674974,0.1772049538278054,246254596700.0
ABEV3,2021-03-31,0.0320732504905166,1.803754593117317,18.63646057987046,2.877578486506013,0.0967863283581637,0.1584826664994228,0.1716249656148879,240653025470.0
ABEV3,2021-06-30,0.0287287639132981,2.159324536653709,18.43992208690568,3.35456402630922,0.1171005238784094,0.1861660022996235,0.1968612990254066,268706636850.0
ABEV3,2021-09-30,0.0320522875816993,1.7822723318549532,15.195474643867886,2.7317508457287003,0.1172896782512935,0.184495199546649,0.1912754655916866,240844261500.0
ABEV3,2021-12-31,0.0441180285343709,1.751624102145414,19.16029223970892,2.8896255155630035,0.0914194877735343,0.1561884574755316,0.1874230420045349,242733236100.0
ABEV3,2022-03-31,0.0391948051948052,1.903873580140396,18.02254647085433,3.024490099255153,0.1056384336819049,0.1735502077953808,0.200232379812722,242553341800.0
ABEV3,2022-06-30,0.0450447761194029,1.5446654730298464,15.584728122053214,2.4096366486972625,0.09911404683692,0.1604412964084429,0.1873534170490911,211052907800.0
ABEV3,2022-09-30,0.0388416988416988,1.7228745595803985,18.68625016776969,2.673451005282045,0.0922001227700589,0.1480573152123356,0.1786235428484915,244758372180.0
ABEV3,2022-12-31,0.0525,1.657700265666927,15.817820753616196,2.744499155606205,0.1047995353777132,0.1787073002635722,0.210272898626203,228693150840.0
ABEV3,2023-03-31,0.0531960921144452,1.666478848510116,15.310703004989032,2.611760869236503,0.1088440451079933,0.1756391980287763,0.2106485389867499,225752426890.0
ABEV3,2023-06-30,0.0494678780012978,1.8212808580914663,17.00286977159788,2.810905310495496,0.1071160858465075,0.170384398271861,0.2115772954178596,242766566530.0
ABEV3,2023-09-30,0.0581464530892448,1.4975451631686525,13.694752302210174,2.255680356471604,0.1093517524173815,0.1694540452504881,0.2047105438899666,206532750630.0
ABEV3,2023-12-31,0.053182811361981,1.6306799418712323,14.915250471936728,2.698900247956792,0.1093297055211631,0.1866701931610382,0.2220125567058101,216300127090.0
ALPA4,2011-03-31,0.0255728169642857,1.7010974372504724,12.22460851493526,2.8310897963095134,0.1391535307795074,0.2350879426273941,0.1826609913855786,3940554800.0
ALPA4,2011-06-30,0.0236707066115702,1.8519877781780891,13.711879861240243,3.095141932458329,0.1350644694177313,0.2282911077274017,0.1748980209216171,4349427200.0
ALPA4,2011-09-30,0.0290507768199233,1.4964036973745785,11.60132748982941,2.5385193944834845,0.1289855577895234,0.2208738782431628,0.1661618676884611,3846191280.0
ALPA4,2011-12-31,0.0249691991935483,1.8199945269621856,14.256894151323923,2.941791404421493,0.1276571536299985,0.2074471476831029,0.1622547792549739,4355625800.0
ALPA4,2012-03-31,0.0154005376820772,2.2174073784185926,18.70745620680177,3.618660042806115,0.1185306732196103,0.1937407889370636,0.1526286756667971,5637342680.0
ALPA4,2012-06-30,0.0181064641791044,1.9935438200690825,18.22228463502501,3.3024823448051164,0.1094014202937702,0.1818023923969672,0.1455535314125484,5130070880.0
ALPA4,2012-09-30,0.0166304210526315,2.008750190345668,20.33276541633179,3.4155201281772287,0.0987937523113402,0.1683300156769283,0.1341573406792778,5752070810.0
ALPA4,2012-12-31,0.0158121913907284,2.142092523558513,20.968755603018757,3.53477161150173,0.1021563970753766,0.1689062182024422,0.1390257755079858,5791024700.0
ALPA4,2013-03-31,0.0222574375,1.7738580965480224,17.975142011170522,3.083629399514685,0.0986839545103827,0.1716820341936465,0.1417192071517327,5169884760.0
ALPA4,2013-06-30,0.0202871393897364,1.9816284238514863,20.33914470494728,3.5316250685031134,0.0974292898053612,0.1734965535131717,0.1336978140520942,5284194190.0
ALPA4,2013-09-30,0.0203154022424667,1.8395678794467991,20.0968853398314,3.4380530989404208,0.0915349741186428,0.1709060529907798,0.1178969992776111,5747198860.0
ALPA4,2013-12-31,0.0193691452702702,1.882725676267347,20.41764195464032,3.450456621626852,0.0922107303306618,0.16885869396348,0.1203311190426904,5932137960.0
ALPA4,2014-03-31,0.0235001381428571,1.57289588278922,16.120066648518804,2.8392584029783587,0.0975737828561487,0.176131927050019,0.1292865351801148,5224060200.0
ALPA4,2014-06-30,0.02606493,1.6293131357240196,18.877620449977663,2.887293012870186,0.0863092432672544,0.1529479322100472,0.1261456921272731,5185478630.0
ALPA4,2014-09-30,0.0291436928516003,1.5014499586278884,18.100442963338907,2.548448392540767,0.0829510063189593,0.1407948080443367,0.1267443486447778,4751279810.0
ALPA4,2014-12-31,0.0383255579172413,0.9342962651296136,12.174728985439994,1.623473752251412,0.0767406211872935,0.1363831950436574,0.1189759329872917,3277877550.0
ALPA4,2015-03-31,0.0547441923391215,1.1919163700487407,17.528583770370762,2.2433151655074326,0.0679984410413967,0.129138659964541,0.116168288919992,4513894080.0
ALPA4,2015-06-30,0.0660309621912833,1.0622329838860245,13.588595267319183,1.896474950720368,0.0781709192885237,0.1387486999889215,0.1275843696649328,3682965440.0
ALPA4,2015-09-30,0.1088219693303571,0.8002778447188239,10.21910758847183,1.569621836911303,0.0783119110734891,0.151328786459272,0.1408919476088146,3151759640.0
ALPA4,2015-12-31,0.1369812495786516,0.8900307429048192,12.300520722401346,1.7344353564245905,0.0723571597488488,0.1363106321547444,0.1296775486879821,3948794320.0
ALPA4,2016-03-31,0.0809093776258064,0.991973179086326,12.619716384227722,1.8316676119765147,0.0786050295334771,0.1401034599345199,0.1420713781439996,4167862940.0
ALPA4,2016-06-30,0.0577701764149139,1.3029495777315063,16.2356339473363,2.479642211251772,0.0802524608498749,0.1498420527250125,0.1519262770542318,4879833470.0
ALPA4,2016-09-30,0.0451566244720496,1.2315111294177583,14.700896698519088,2.226567632915331,0.083771157275176,0.1496838644720499,0.1597581683477039,4747498560.0
ALPA4,2016-12-31,0.0300319308991009,1.245145360243593,13.024431156604448,2.279659581101092,0.0956007479537563,0.1735317311057636,0.1690174964631287,4436186330.0
ALPA4,2017-03-31,0.0275556011951219,1.5495809341507738,13.407699098435296,2.61920561126272,0.1155739640913938,0.1934443533636208,0.1814475477216578,5315397450.0
ALPA4,2017-06-30,0.0278304655069292,1.7391224453257377,15.091791537194416,2.878746742375519,0.1152363151213419,0.1880591632362767,0.1735933817578763,6350809810.0
ALPA4,2017-09-30,0.0251115626560509,2.028881224416022,17.782321359784284,3.2728334175240827,0.1140954087695462,0.1808386284883772,0.1717504839225638,7011571050.0
ALPA4,2017-12-31,0.0195270823954154,2.1342994941753206,22.65967915117489,3.625416171867996,0.0941893077980611,0.1548152724642276,0.1420458487434423,8110292810.0
ALPA4,2018-03-31,0.0324000012312138,2.156934706937598,28.015011762215376,3.639368274757112,0.0769921042777042,0.1268509786403269,0.1266418505622777,8042141400.0
ALPA4,2018-06-30,0.046117867214876,1.547350436687514,22.14329121183477,2.58545124550295,0.0698789724564753,0.1124284139543566,0.1191253950219694,5545061086.0
ALPA4,2018-09-30,0.0455716657061224,1.4809201805804744,18.9171322957869,2.485359677145296,0.0782846024135643,0.1276626575233646,0.1341405337252846,5799251051.0
ALPA4,2018-12-31,0.0277114606462984,2.011769841383581,24.15393982081502,3.2419353838348908,0.0832895112063626,0.1311992932329974,0.1558220977743407,7847593561.0
ALPA4,2019-03-31,0.0107459546163849,2.1488870480496574,33.43436510897853,3.618284164604701,0.0642718065991506,0.1018703915808575,0.1395168342594269,9104799101.0
ALPA4,2019-06-30,0.0041765592748652,2.7764572797341414,42.65439627778212,4.74597213118462,0.0650919371042732,0.1049643034375858,0.1378483285714191,11485911673.0
ALPA4,2019-09-30,0.0,3.492076766981525,67.15554984722154,5.852566057770932,0.0519998239151637,0.078440956403588,0.1159875868199413,14445583758.0
ALPA4,2019-12-31,0.0,4.317446499898276,71.22695963371702,7.13951688968592,0.0606153417484144,0.0948349881810522,0.1046200530839181,17826365698.0
ALPA4,2020-03-31,0.0023838489075993,2.5922604147572184,55.0408216061816,4.755464196596825,0.0470970515902706,0.0835021838543869,0.0594678271014078,12502081512.0
ALPA4,2020-06-30,0.0018855854064207,2.5885899824585565,64.15774026895002,5.89356874806953,0.0403472748823003,0.0871398509293639,0.0493371210374374,15868474080.0
ALPA4,2020-09-30,0.0014452864057591,3.690561733580072,108.2924868172659,7.630642059677633,0.0340795732192167,0.0657165266547935,0.0602620113824368,21044526642.0
ALPA4,2020-12-31,0.001314522397619,5.129955789345127,176.1732823852491,8.182271938333347,0.0291188068922229,0.0420353865031975,0.0935114018296262,23520771637.0
ALPA4,2021-03-31,0.0,4.46991784635592,88.27115185911958,6.9052781506632535,0.0506384900640006,0.0732394087859751,0.1253004723281582,20105837103.0
ALPA4,2021-06-30,0.0,5.735283589216908,97.34319339400616,8.99452277142483,0.0589181779356958,0.0900234264811159,0.14974098201975,26919678741.0
ALPA4,2021-09-30,0.0,5.727674404341707,68.01418555585465,8.996091190636491,0.0842129381912251,0.1327742833064185,0.1493981467136153,27968840501.0
ALPA4,2021-12-31,0.0117524780321447,2.710495908301091,31.568751317328108,6.278840098984459,0.0858600925027179,0.1997464244316253,0.1585651735814619,19617157605.0
ALPA4,2022-03-31,0.0166887892884541,2.0035578831614425,30.13800513408354,3.257141709852729,0.0664794459436728,0.1073998444540857,0.0857049915462457,16700627281.0
ALPA4,2022-06-30,0.0227312819618599,1.7140168500335493,23.87269706413073,2.2795768527156546,0.0717982071916331,0.0950908007962069,0.0618970363766904,12483062330.0
ALPA4,2022-09-30,0.0204549476610249,1.836825075384032,33.288654663544484,2.4784254914789656,0.0551787116045755,0.0737903359250177,0.0474217494123157,13374397119.0
ALPA4,2022-12-31,0.0108192220875331,1.211878365745534,84.80494564357576,1.7883699814749163,0.0142901850422604,0.018842979166833,0.0161886075767635,9220934317.0
ALPA4,2023-03-31,0.0,0.6849509216395098,-50.145538564711394,1.009905405094556,-0.0136592594524755,-0.0203098312790087,-0.0132513508229097,5774058630.0
ALPA4,2023-06-30,0.0,0.8179111444356749,-27.848435022730364,1.196082421906994,-0.0293700936432543,-0.0430886726989716,-0.0250084806565979,6759891491.0
ALPA4,2023-09-30,0.0,0.695820633549542,-19.52756863706745,1.0199464947802095,-0.0356327327012297,-0.0523537144528675,-0.0304987250192729,5654825804.0
ALPA4,2023-12-31,0.0,1.092486914687875,-3.7032656280549863,1.8545005728125827,-0.2950063604434625,-0.5010061792632906,-0.3398385827013323,7017838000.0
AMER3,2021-09-30,0.0,0.6444424713999516,400.35247783974427,1.782822183860934,0.0016096877303652,0.0044531313843262,0.0227181627119659,27924985682.0
AMER3,2022-03-31,0.0190187773353751,0.6759151762095424,-3.5301614420559084,1.9323128518855777,-0.1914686303456707,-0.5473723747773501,-0.195430692350969,29617175489.0
AMER3,2022-06-30,0.0462370126582278,0.2809374619673246,-1.205488259566413,0.8064711606945383,-0.2330486918789001,-0.6689995977103982,-0.1982789797788629,12182579967.0
AMER3,2022-09-30,0.0365702638398115,0.3280929643394903,-1.254048378924317,1.050485420567942,-0.2616270391585037,-0.8376753546533946,-0.2026400511848613,15447971129.0
ASAI3,2021-06-30,0.0036577451147446,1.1361876783360187,13.950995107913672,12.138894021909234,0.0814413358722718,0.9139280125195618,0.1646000698567935,23270259840.0
ASAI3,2021-09-30,0.0033250132587184,1.2344042062689584,14.49256131147541,10.673330957535386,0.0851750204631903,0.7531223980016652,0.1946048272598201,25637340960.0
ASAI3,2021-12-31,0.008514018515895,0.7636691625098451,10.84030747826087,6.309795748373102,0.0704471864881421,0.5820679681851049,0.2166867302528012,17450627040.0
ASAI3,2022-03-31,0.0067735837916513,0.6753848942653985,13.851786022727271,7.352958800268096,0.0487579647243512,0.5308310991957105,0.1775012515197025,21941229060.0
ASAI3,2022-06-30,0.0120582925858444,0.5749709746979303,12.030494061326658,5.806321205073996,0.0477927981816006,0.4826336454243431,0.1825304898821285,19224729510.0
ASAI3,2022-09-30,0.0098046629743589,0.6496964513206305,17.64596879194631,6.582265410292072,0.0368184064576355,0.3730180806675939,0.1715193897012079,23663244150.0
ASAI3,2022-12-31,0.0083255447442218,0.6467143273917967,21.531346352459018,6.742362050821355,0.030035944655079,0.3131416837782341,0.1658882756110875,26252043510.0
ASAI3,2023-03-31,0.0104310396505791,0.53680007777124,19.46472935064935,5.272105085427135,0.0275780910230499,0.2708542713567839,0.1732297473609299,20982978240.0
ASAI3,2023-06-30,0.0063329812072727,0.4629699266869483,20.29073224043716,4.494316146211571,0.0228168171163532,0.2214960058097313,0.1762434441818915,18566020000.0
ASAI3,2023-09-30,0.0071610601644736,0.3975182564524322,20.0656926007326,3.799723061271677,0.0198108415374567,0.1893641618497109,0.1769368586785384,16419112960.0
ASAI3,2023-12-31,0.0036968620184774,0.4236121196470342,25.7609866056338,3.9503888747300215,0.0164439400606804,0.1533477321814254,0.173665085293227,18285307920.0
B3SA3,2018-03-31,0.0169602330460846,1.485861822904143,41.30934447933759,2.2299667243326167,0.0359691455197831,0.0539942698418321,0.0468836889150619,54958406298.0
B3SA3,2018-06-30,0.0343735618581907,1.1091523936510457,22.262062911207902,1.7005191291623198,0.0498225343300346,0.0764230002241681,0.0643307899909172,42109382120.0
B3SA3,2018-09-30,0.0358565769230769,1.2465553502131277,23.84592576283064,1.9349699003642216,0.052275401786085,0.0811793717487276,0.0688802759895554,48183840666.0
B3SA3,2018-12-31,0.0261891327862737,1.4654157966136607,26.446459362215226,2.204323225904317,0.0554106610848384,0.0833866257874678,0.072480197256792,55205502917.0
B3SA3,2019-03-31,0.0278667864259028,1.708403955714361,27.802345644723506,2.615249054972579,0.0614481949669089,0.0940979172994937,0.0801177443580744,66139528299.0
B3SA3,2019-06-30,0.0204610904965296,1.9199863276795264,33.402718470171955,3.0432725531794182,0.057479942220692,0.0911015065072138,0.0709880875110126,77135327835.0
B3SA3,2019-09-30,0.0231757437542975,2.193853622952421,35.042924875425115,3.540394801113551,0.0626047520505608,0.1010127341599725,0.0782803028174245,89840212319.0
B3SA3,2019-12-31,0.0269508149872003,2.210520014027921,32.599767632230304,3.4833419667187018,0.0678078457173557,0.1068138700196167,0.0875602453555727,88481180915.0
B3SA3,2020-03-31,0.0444295345403899,1.796785399406463,23.591064295424957,2.96902819339009,0.0761638125735139,0.1258012368026919,0.1047412844934856,73923071791.0
B3SA3,2020-06-30,0.0281602583045924,2.566901409375307,33.64973660655939,4.438459678385029,0.0762829569630253,0.1318343895473314,0.1071777131699322,113437939414.0
B3SA3,2020-09-30,0.0350327180512634,2.49619176448191,29.900857281868117,4.533051977586459,0.0834822808239548,0.1515232656194774,0.1223810941297042,113273208335.0
B3SA3,2020-12-31,0.0343773109067441,2.754537831457264,30.736045243845343,5.20464894739392,0.0896191364114691,0.1692689217396183,0.1341708149692902,127625403610.0
B3SA3,2021-03-31,0.0474945822043207,2.414460085298596,25.448182550384573,4.57908624406594,0.0948775057125684,0.1798896592269987,0.1399136560921916,111534040000.0
B3SA3,2021-06-30,0.0612625576694411,2.080307590366481,21.99937742034247,4.538357189302497,0.0945621119460796,0.2062699157302022,0.1391209014330619,103039320000.0
B3SA3,2021-09-30,0.0753146242804814,1.423989595867175,16.524914972486087,3.454597468814104,0.0861722797507952,0.209049047785375,0.1245252429856149,78045240000.0
B3SA3,2021-12-31,0.0873372558348294,1.2990927451919618,14.467296305333557,3.043958862358755,0.0897951294958294,0.2104023886487443,0.1234840997640232,68243640000.0
B3SA3,2022-03-31,0.0502851209420751,1.8884604506550904,21.00289478045175,4.391415941018487,0.089914293738821,0.2090908520091119,0.1159898641040031,95815290000.0
B3SA3,2022-06-30,0.0644255547445255,1.4104019810982409,14.9848212784559,3.2347172223945764,0.0941220422245552,0.2158769475495114,0.124097601868789,66845040000.0
B3SA3,2022-09-30,0.0455455302681992,1.6319392394635932,18.450452626569348,3.895951995058885,0.0884498213942751,0.2111795076477294,0.1241672725819519,79591950000.0
B3SA3,2022-12-31,0.0403558826646479,1.6927865167042608,19.064529891575056,3.9721551043642496,0.0887924604661944,0.2083798354130817,0.1239205282852381,80567790000.0
B3SA3,2023-03-31,0.0385305758454106,1.3780748978308708,14.978100412792802,3.0703162995374877,0.0920059860630828,0.2050137801423438,0.1269008932261503,63124650000.0
B3SA3,2023-06-30,0.0262402114989733,1.8020575935856815,20.362649772758573,4.136391119522069,0.0884981873035256,0.2031655299596659,0.1229552215648852,85015590000.0
B3SA3,2023-09-30,0.0330516216436127,1.4938688520967165,16.945935942615257,3.5322990798504303,0.0881549922739864,0.2084685667631376,0.1221775493447592,71515510000.0
B3SA3,2023-12-31,0.0331629649484536,1.6623609601481717,19.88334625304549,4.049895201635366,0.083605693880302,0.2037115169358091,0.1114995587793805,84666450000.0
BEEF3,2011-03-31,0.0098427906976744,0.2382058605494812,11.732053300208037,1.2592503900259648,0.0203038508651556,0.1136011751527532,0.1305131189410234,682371416.0
BEEF3,2011-06-30,0.0129828220858895,0.167823454290711,8.0733586357465,0.9565232829617248,0.0207873156467541,0.1208086575316124,0.1287046835355116,517332748.0
BEEF3,2011-09-30,0.0128774847870182,0.1523732221732944,8.937857948340241,0.6991866955286676,0.0170480693533051,0.075369484530557,0.15271343306506,521810023.0
BEEF3,2011-12-31,0.0119784905660377,0.1604146516723437,12.373721572171766,0.9161889849347936,0.01296413942537,0.0680872247702678,0.1572873431250731,560972235.0
BEEF3,2012-03-31,0.0445949080622347,0.2092341061135103,-22.40767943060921,1.4077041220826791,-0.0093376070807088,-0.0739829399388018,0.1448701003359729,748781706.0
BEEF3,2012-06-30,0.0371799528301886,0.244213698131409,-5.515361500683136,2.156149469966365,-0.0442788198200898,-0.4019377625507057,0.169932279814625,904395494.0
BEEF3,2012-09-30,0.0280503558718861,0.3153997552202917,-7.649994241785461,2.7709234231752187,-0.0412287572057935,-0.366934168313063,0.1495957898408797,1187846684.0
BEEF3,2012-12-31,0.0280503558718861,0.3765673093717462,-8.472595671420327,2.1801427395476907,-0.0444453298582368,-0.2635770316330088,0.1230736037930509,1222996929.0
BEEF3,2013-03-31,0.0,0.4779126935754323,-15.638556520499748,2.652022505683498,-0.0305598980921904,-0.1752188457320593,0.1360173508895966,1916628984.0
BEEF3,2013-06-30,0.0,0.3357173242025758,-8.067410556439299,3.083801729459552,-0.0416140125575499,-0.3898226070600444,0.1148931974269786,1521449092.0
BEEF3,2013-09-30,0.0,0.3045365633596945,-6.842966649889752,2.655601569461264,-0.0445035872510939,-0.3933623898521689,0.1197260535973276,1427579702.0
BEEF3,2013-12-31,0.0,0.3350941526105354,-5.313085892237769,3.760232141569062,-0.0630695907062402,-0.7084426591648859,0.1190938439463893,1625462038.0
BEEF3,2014-03-31,0.0,0.3085734334202316,-6.004568197234126,2.799513557606807,-0.0513897791288921,-0.4658195022676623,0.1235861651574461,1504900909.0
BEEF3,2014-06-30,0.0,0.2864930286293469,-46.03970349391212,2.976700319933707,-0.0062227383516323,-0.064031777199319,0.1119055070999141,1652410998.0
BEEF3,2014-09-30,0.0,0.3073831517782275,-8.288994618744777,4.899121067512762,-0.0370832852374049,-0.5905581924951704,0.1062062765283625,1914650000.0
BEEF3,2014-12-31,0.0,0.2431507993671625,-4.213493336170701,3.66702713540442,-0.0577076501533386,-0.870284859318327,0.1020551873035957,1475100000.0
BEEF3,2015-06-30,0.0,0.2849535390312637,-2.37987733857375,9.654559666046126,-0.1197345486730148,-4.0570358527344,0.1052707800779087,2204087699.0
BEEF3,2016-03-31,0.0,0.2450052099732324,-12.858952718120603,4.624571695998829,-0.0190532787034806,-0.3582671063620943,0.1233588477728764,2148409525.0
BEEF3,2016-06-30,0.0,0.263808524219064,-8.965789570845576,3.5817144420080638,-0.0294239031748972,-0.3982966707804371,0.1306004285580688,2196977076.0
BEEF3,2016-09-30,0.0,0.2576790270882582,9.247765790023296,3.627226110257804,0.0278639222639319,0.3926337263797979,0.1190372620269295,2302508726.0
BEEF3,2016-12-31,0.0,0.3279373858312217,14.954136639041412,5.581874753336258,0.0219295432258564,0.3735823179783438,0.1131247644484113,2914112607.0
BEEF3,2017-03-31,0.0,0.2656977387916123,14.864083534353671,5.050202099016944,0.017875151076589,0.3403327578017545,0.1141681627079995,2243436128.0
BEEF3,2017-06-30,0.0214712261575954,0.2815130287550063,463.0305659122893,7.788634579764159,0.0006079793635229,0.0181229630934554,0.1028911031527606,2829579788.0
BEEF3,2017-09-30,0.0235991780357142,0.2330963860771344,57.79921647021845,6.5036767122318695,0.0040328641167175,0.1135803841421977,0.1024688990210856,2574434901.0
BEEF3,2017-12-31,0.0248179149295774,0.2056232617211206,-8.711072610960668,34.44168659833702,-0.0236048154922272,-3.9489989729448345,0.0940226294768024,2448011758.0
BEEF3,2020-03-31,0.0,0.2400529414513606,12.110257011839332,6.659540374676111,0.0198222829801777,0.5499090868315639,0.134891818012345,3860362407.0
BEEF3,2020-06-30,0.0,0.3773647894243538,9.332096415848778,7.631901311295286,0.0404373007530732,0.8178120940042972,0.1384415598103658,6397189421.0
BEEF3,2020-09-30,0.0,0.3556966786405753,7.789116773596456,5.281798362737844,0.0456658551899383,0.6780997789944658,0.1411638342487037,6438374877.0
BEEF3,2020-12-31,0.0295252935854616,0.3299000741536008,8.008959735329052,6.645837213738822,0.0411913762905247,0.8298003028311859,0.1389651719167812,5582849766.0
BEEF3,2021-03-31,0.0294674008529411,0.3079875699876698,8.178977783094773,5.529633272837026,0.0376559978710607,0.6760787740818042,0.1425567097235071,5606141279.0
BEEF3,2021-06-30,0.1099658681430096,0.2921585104573685,9.386141587310844,12.177271718153335,0.0311265824982161,1.297367145474966,0.1499095129018758,5150072641.0
BEEF3,2021-09-30,0.0986009745933014,0.2816521005096737,10.207242639919103,11.890618966966358,0.0275933580150403,1.1649197914100524,0.1330052943086652,5743799164.0
BEEF3,2021-12-31,0.1017600185471698,0.3204385238029799,10.738444288078226,9.831408046400492,0.0298403116137343,0.9155337386547956,0.1457225904050662,5826246042.0
BEEF3,2022-03-31,0.085201911263823,0.4363376535884878,16.937176697956712,14.637820707957864,0.0257621244301671,0.8642420734574824,0.2006447092871015,7688207933.0
BEEF3,2022-06-30,0.05208547933685,0.4105562415042405,10.57667048272341,10.899996498013056,0.0388171534865219,1.0305697351371383,0.2006613043497839,8058650811.0
BEEF3,2022-09-30,0.072599262830941,0.3569776351847605,9.16365206817506,11.242768070728156,0.0389558259664317,1.2268872701718747,0.1882315534375121,7615333924.0
BEEF3,2022-12-31,0.0433295721527777,0.367773171951121,12.061294914923844,7.407463521917751,0.0304920138795431,0.6165337248645876,0.1814145002258754,7870392955.0
BEEF3,2023-03-31,0.0532781076944971,0.3165345084016982,9.731691575463264,6.0565663855242695,0.0325261549800636,0.619243757989688,0.1510339463053166,6400767110.0
BEEF3,2023-06-30,0.0541720485136406,0.3249373582127612,18.388269355299062,7.126244517853634,0.0176709048543016,0.3869181534575754,0.145072372665118,6455422616.0
BEEF3,2023-09-30,0.0680966942274412,0.1896386557758404,13.457334027156136,4.417122812536806,0.0140918442979241,0.3147139344299143,0.105160734579606,4912922763.0
BRAP4,2011-03-31,0.0237732504906542,1.0216927013903154,6.717615817676794,1.9437122943129803,0.1520915647932446,0.2897629957012837,0.2623885216726381,15083177400.0
BRAP4,2011-06-30,0.0366927413383838,1.4883864124922903,6.196741205790567,1.7877427761420608,0.2401885705831094,0.2889122138415125,0.2618169534569108,14182714740.0
