iter	RMSE
528	198.1711365
529	198.0758609
530	198.05162
531	197.881299
532	197.8092085
533	197.7287958
534	197.6794007
535	197.6627944
536	197.4753176
537	197.403442
538	197.2984098
539	197.2555472
540	197.2188676
541	197.0571997
542	196.8036191
543	196.7230148
544	196.518946
545	196.4756165
546	196.3905741
547	196.3768442
548	196.3010986
549	196.1979513
550	196.1626384
551	196.1193517
552	196.078595
553	196.0181854
554	195.972671
555	195.906174
556	195.8984539
557	195.8339961
558	195.7123939
559	195.7056608
560	195.5993993
561	195.0320276
562	194.8607746
563	194.7363664
564	194.6453346
565	194.5853028
566	194.0253585
567	193.9994004
568	193.9843752
569	193.4502994
570	193.4186014
571	193.256969
572	193.1611002
573	193.0678748
574	192.8862505
575	192.819981
576	192.7120228
577	192.5736963
578	192.535983
579	192.4666747
580	191.9411055
581	191.8804273
582	191.7576039
583	191.6900438
584	191.6557474
585	191.5552087
586	191.5230786
587	191.0959476
588	191.000485
589	190.9770147
590	190.481281
591	190.3969617
592	190.3470838
593	190.2710889
594	190.21111
595	190.202469
596	190.1661315
597	190.072832
598	189.8837512
599	189.7850909
600	189.4113398
601	189.2343735
602	189.1346299
603	188.9280002
604	188.821339
605	188.8169348
606	188.7799009
607	188.7488557
608	188.643489
609	188.5844707
610	188.432569
611	188.3407596
612	188.1040061
613	187.9462011
614	187.7182268
615	187.6420412
616	187.5502955
617	187.4824792
618	187.4134235
619	187.2263471
620	187.1974799
621	187.0912955
622	187.0633954
623	187.0358664
624	186.976428
625	186.9609267
626	186.8928744
627	186.8211971
628	186.5849186
629	186.373673
630	186.1450725
631	186.0807491
632	185.9820306
633	185.9728294
634	185.911519
635	185.8459659
636	185.754496
637	185.6771877
638	185.5549756
639	185.4345299
640	185.3818598
641	185.2890104
642	185.1362161
643	185.1008273
644	185.037427
645	184.9784959
646	184.8953163
647	184.6724225
648	184.6385618
649	184.6315502
650	184.265899
651	184.2230503
652	184.0852209
653	183.9749724
654	183.9562107
655	183.8956121
656	183.8155964
657	183.7856392
658	183.3525534
659	183.1773101
660	183.0945179
661	182.6678028
662	182.2841579
663	182.0130582
664	181.8812085
665	181.6944491
666	181.6346389
667	181.6043933
668	181.5058777
669	181.3913111
670	181.3188615
671	181.1711258
672	181.0514498
673	180.974079
674	180.8933091
675	180.8017009
676	180.7848038
677	180.7116918
678	180.594241
679	180.2187709
680	180.1242183
681	180.0710785
682	180.0185749
683	179.9787696
684	179.7407322
685	179.3948474
686	179.3304689
687	179.0327269
688	178.7994393
689	178.6933593
690	178.6087599
691	178.5356794
692	178.4687826
693	178.4326583
694	178.3767607
695	178.3292238
696	178.2435953
697	178.140969
698	177.9812925
699	177.913073
700	177.8589824
701	177.8348802
702	177.7577312
703	177.729964
704	177.6836766
705	177.6160882
706	177.536411
707	177.5211744
708	177.4441441
709	177.3813872
710	177.308613
711	177.2603374
712	177.1728973
713	177.0771133
714	177.0347459
715	176.6836698
716	176.6205402
717	176.5778932
718	176.4918134
719	176.4230644
720	176.3595991
721	176.1852503
722	176.1048612
723	176.0321832
724	175.9630008
725	175.8683406
726	175.8207815
727	175.5576799
728	175.494237
729	175.4743749
730	175.342493
731	175.1665142
732	175.0977788
733	175.0023814
734	174.9177528
735	174.7874405
736	174.6398353
737	174.596057
738	174.5031862
739	174.4513246
740	174.3521676
741	174.2850248
742	174.1822013
743	174.1481068
744	173.8683538
745	173.8355953
746	173.7663831
747	173.7426551
748	173.6746439
749	173.5995442
750	173.5655059
751	173.5252928
752	173.4528508
753	173.4222637
754	173.3892562
755	173.3530116
756	173.272404
757	173.2294681
758	173.0714664
759	172.7990194
760	172.7190699
761	172.5949457
762	172.5454412
763	172.5322154
764	172.4400034
765	172.3246145
766	172.0570923
767	171.9895214
768	171.9509857
769	171.8765352
770	171.8693846
771	171.6119319
772	171.4411003
773	171.2013832
774	171.1462808
775	171.0372449
776	170.9453956
777	170.911762
778	170.8894788
779	170.6108164
780	170.5496989
781	170.3249428
782	170.1887363
783	169.9469566
784	169.7256043
785	169.6610257
786	169.4586987
787	169.396387
788	169.2954644
789	169.2190349
790	169.1925876
791	169.139258
792	169.1039257
793	169.0290183
794	168.9938184
795	168.8911956
796	168.8730513
797	168.8255891
798	168.7594768
799	168.6993842
800	168.6149542
801	168.503708
802	168.4390141
803	168.4336333
804	168.418758
805	168.2768938
806	168.2492032
807	168.1745533
808	168.1627452
809	168.1443817
810	168.0898957
811	167.8789602
812	167.8417351
813	167.7220767
814	167.7000774
815	167.6639969
816	167.6085825
817	167.5570941
818	167.4916916
819	167.3458057
820	167.117548
821	167.0488799
822	167.0041707
823	166.9610379
824	166.8939116
825	166.8592007
826	166.7527362
827	166.7022716
828	166.6125906
829	166.5581138
830	166.4537025
831	166.3768967
832	166.3714107
833	166.309314
834	166.2752281
835	166.2361716
836	166.2224195
837	166.1526202
838	166.0476641
839	165.9834646
840	165.8785298
841	165.8440645
842	165.7849144
843	165.7477719
844	165.6969806
845	165.6664172
846	165.6034932
847	165.5020398
848	165.4509342
849	165.3158471
850	165.1904385
851	165.1309798
852	165.0999786
853	165.0660657
854	165.020358
855	164.9734356
856	164.9582023
857	164.8949983
858	164.855558
859	164.8131601
860	164.7724623
861	164.7431512
862	164.7220895
863	164.6478132
864	164.567865
865	164.5138178
866	164.4461832
867	164.4256781
868	164.3954923
869	164.3596838
870	164.301351
871	164.2599915
872	164.1529489
873	164.125324
874	164.0988067
875	164.0331552
876	163.9101192
877	163.8753471
878	163.8154723
879	163.7563771
880	163.6689503
881	163.5846325
882	163.3601155
883	163.3478674
884	163.2978986
885	163.2226758
886	163.1171708
887	162.8986391
888	162.8536008
889	162.6854274
890	162.6610016
891	162.6146416
892	162.5673004
893	162.4618645
894	162.4241096
895	162.4008933
896	162.3074192
897	162.0945506
898	162.0625644
899	161.8669984
900	161.7901236
901	161.7405797
902	161.5368764
903	161.5210669
904	161.4211536
905	161.4192396
906	161.3066881
907	161.2005227
908	161.1952155
909	161.1021076
910	160.9259996
911	160.8835746
912	160.8407143
913	160.7427916
914	160.5671684
915	160.5003123
916	160.4127688
917	160.360183
918	160.3304764
919	160.1524372
920	160.0754806
921	159.9249262
922	159.9021994
923	159.8708579
924	159.8691675
925	159.8223874
926	159.745763
927	159.6821607
928	159.6441055
929	159.5645493
930	159.413933
931	159.3809995
932	159.3390634
933	159.2757801
934	159.2080188
935	159.198108
936	159.1812007
937	159.1562568
938	159.1076047
939	159.0710905
940	158.9765525
941	158.9328552
942	158.8058708
943	158.6994094
944	158.6329391
945	158.6117219
946	158.4175498
947	158.3288409
948	158.1394909
949	158.0721112
950	157.9951795
951	157.9912147
952	157.9464794
953	157.9076015
954	157.8593477
955	157.7677978
956	157.6958759
957	157.6375776
958	157.57733
959	157.492611
960	157.3335959
961	157.2429539
962	157.1726227
963	157.0917223
964	157.0085925
965	156.9812013
966	156.9591248
967	156.9125073
968	156.8774294
969	156.8470695
970	156.6655694
971	156.5167627
972	156.4814485
973	156.4003778
974	156.2235868
975	156.1388488
976	156.1040051
977	156.0510103
978	156.0368024
979	155.991994
980	155.8201975
981	155.6671815
982	155.5496412
983	155.3831517
984	155.3353921
985	155.2401246
986	155.1484835
987	155.0683824
988	155.030064
989	154.8685316
990	154.8038086
991	154.7274779
992	154.5880259
993	154.5025126
994	154.3676724
995	154.2360173
996	154.1976991
997	154.1212411
998	154.0502109
999	153.9883651
